tweet_id,text,airline_sentiment
569617776509378560,woof i m on the red carpet,average
569617259548708864,no wifi on this flight so we can t tweet you our oscar party pics at ft bluecarpet sea bos,worse
569616883734974464,thank you for the reply would ve appreciated communication before checking in about the delay jetblue used to be my go to,negative
569616576481267712,what confirmation number,average
569615753885970432,you also promised to change my wife s name on the account and it is also not done wtf,worse
569615636869062659,you guys really suck i just spent minutes on the phone linking my credits to my account they are still not there,negative
569614500044918784,btw robin hayes is speaking at next month s aviation summit he ought to give a shout out to his twitter team you rock,good
569612120758878208,follow for dm please,average
569609436714680320,oh and thank you for responding,good
569607909501472769,where is it coming from i thought tampa,negative
569607852236640256,good perspective if only this safety concern had been expressed at some point before i arrived at the airport communicationiskey,negative
569606966772940801,exactly why is my flight delayed bdl to dca can t seem to get an answer,negative
569605593159352322,thanks we are ticketed on stand by for flight i hope we make it out fingers crossed,good
569604507405037569,flight from bos rsw tomorrow all i need is my wife yr old to sit together but no option when checking in,negative
569604469324967938,is your partnership with hawaiian live earn hawaiian miles flying jetblue if so how do i add to my jb flight booking problems,average
569604208661409792,you left people on a hot plane with no ventilation for over an hour and a half and then had to bus them to jfk because of,worse
569604033083789312,at what point in delays can i take a different flight to my destination,negative
569603641767792641,thank you guys you are the best,good
569603529888788480,you just don t get it it s not about the money it s about people how about a public apology from the president of jet blue,negative
569603273033945090,why when you book a flight now does jetblue separate a yr old from the mother isn t that a bit stupid check in headaches,negative
569603039750852608,does not fit in,negative
569603002278944768,love it as always,good
569602974671990784,you never got my wife to her destination and you expect a goodwill credit will make everything hunky dory you blew it,negative
569602897572450305,every time i look at the flight status more minutes is added to the delay how about some points for trouble,worse
569602645712769025,as soon as i can sending my son home with you saturday,average
569601850820976640,hey awesome peeps what s up with flight from boston delayed hrs,worse
569599590355173376,is there wifi on he plain,average
569596394819883008,what a great experience on flight from sfo to jfk seats service food everything is top quality i will be back very soon,good
569594354924425216,flights and i have picked up twice this week for and both times it was delayed,negative
569592675638382592,what s up with delays to and from boston today my sister is trying to go home and bro in law trying to come to rdu craziness,worse
569590527349252096,wondering if it s possible for my colleague and i to get on an earlier flight lax gt jfk tomorrow can you help,average
569588667225927680,to boston still sitting,negative
569587048811761664,now we dont have enough money for parking in your garage this is your fault and im not paying for what should be mins into hrs,negative
569586611085815808,hope so looks nice and warm in san juan,average
569586189776371712,thanks for replying i feel a little better we ll see how it goes,good
569585827019399168,i usually do but i didn t make the flight booking problems this time that ll teach me yea i have that going for me at least haha,average
569585355319599104,i waited hrs for my bags and my flight was only hrs,negative
569585203666161664,should i bother contacting them i already checked into my flight,negative
569584372820647936,early last month via expedia there s an extra middle name and initial attached to my last name,average
569582603902128128,backlog is an hour at most this is over two unacceptable,negative
569581303785328640,your agent told us tsa didn t have a crew to get bags,negative
569581126215438336,you guys rock,good
569580460843651072,my email is my twitter handle followed by gmail,good
569580001672237056,awesome bestairlineever,good
569579153604743171,no baggage crew update your staff is incompetent with no answers after hours,negative
569578439797313536,the whole plane flight from lga to pbi,average
569578296360378369,is blaming for flight luggage debacle luggagegate,worse
569577794910490624,yoga it is tv service seems to be down though i look forward to that do much,negative
569577434657492992,w edits dear your mbas need better benefits they should work for us how can we meet them,average
569577005278064640,of course i am,average
569576321011077121,you failed that s the answer please don t justify otherwise,negative
569576214047760385,come on already delayed hrs on flight as we waited for the pilot to come from boston now you reassign him endless trip,worse
569576099018985472,when i got your alert i immediately started looking to rebook but we only had minutes from reflight booking problems to catch a flight to srq,negative
569576074050473984,i only fly jet blue,good
569575699314569216,perhaps you need to start recruiting,average
569574711899922433,start including pto in your getaway packages and i m all in,good
569574221216661505,thanks i will use the extra time to do some more shopping did somebody say duty free,good
569573843825790976,flight flight booking problems experience is pretty great,good
569573528149716992,still waiting to board and see if they will give us the exit row,negative
569572707299299328,thanks for making my trip home mintyfresh next brandmance flight i ll take more selfies love travel business,good
569572180012371968,i shouldn t have to find them they should tell us i ve flown jet blue since your first month the experience isn t what it was,negative
569571938819055617,if my flight was delayed can i show up at the airport with the appropriate amount of time for the delay or do i have to go on time,negative
569571829033144320,i m over that honestly just would like to get going on the journey,negative
569571763744452608,if that was the case why did your alert arrive so late flight four hour delay don t buy it,worse
569571731649667072,our flight out no tv now our flight back not seated together b maybe our fault still no fun,negative
569571492947742720,i don t believe so that s not what the team has told us,negative
569568878977794048,also not have food available even for purchase is quite shocking since this is a hour international flight,negative
569568357030232066,out of jfk no one has info amp no answers as to why we boarded the plane the team is in an awkward spot amp everyone is cranky,worse
569566880006086656,i have a reservation for tomorrow morning but trying to get back night bc other flight was going to jfk can i get on list at ctg,average
569566511184125952,flight is still waiting for bags most of us checked in hours ago people are missing connections please help,negative
569565393502793728,any way to get ppl on standby list for flight fll to bos trying to find way home,average
569564824939556864,something to think about when you are dealing with people just wrong no excuses figure it out amp expect the unexpected,negative
569564666013163520,i understand but wish you would have announced the delay hours earlier vs sitting for hrs at mco,negative
569564016906891264,what gives delayed over hours at mco to jfk every time,worse
569563087964995584,well captured brittany we love the clouds enjoy the ride thank you,good
569562990250323968,my wife was with our dog they wouldn t even let her out off the plane my daughter was at newburgh lives close by so wrong,negative
569559833415970816,according to your ground staff it hasn t even been taken off the plane yet,negative
569559370104639488,thanks for making an effort credit where credit is due flight delayed hours instead of hours fwiw loweredexpectations,worse
569559136540561408,at what time all these passengers were sitting on a hot plane with no air and no communication for over hours just wrong,negative
569558286216929280,flight delayed at jfk hours then hours then hours now it s back to hours with no explanation or apology,worse
569558235897688064,thanks have a good sunday,good
569558114447560706,flight had a hour weather delay but what is the minute delay in getting bags to tired passengers,worse
569558065516822528,hrs on tarmac yest b cancelled flight hr delay why not send txt email re jfk closed amp saved all trip sit again,negative
569557216480665600,flying out of buf bos missing captain really delayed til not happy,worse
569556860652675072,it would be nice if the app would actually inform you that a flight is delayed,worse
569554776611901440,his name is enzo rt well hello there pooch what s your name dog,average
569554727572099072,i know but i wanted to pass it along not good for the t experience esp for someone who flies times a month,worse
569554300495462400,flight departed phoenix at am,average
569552658010210305,so what about the plane stuck in newburgh won t start it that weather relate flightd as well these passengers on plane for hrs,negative
569552552297041920,thanks home to msy tsa precheck agents directing people after photo until scan beyond rude one grabbed and pushed children,worse
569550230376423424,promo watch phone at amazon check,average
569549922569224192,your hold music sucks,negative
569548726265470976,customer of the year,average
569548188375326721,jfk t north check in bag drop ladies has been checking in someone for the entire time another doing check ins too,negative
569547458520469505,no excuse though for gate changes though,worse
569547374454050816,if someone had bothered to inform us that the airport closed that would have helped,negative
569546763297796096,get me home flight from buf to bos is missing a captain really,worse
569545323657494528,nope this am flight is now not leaving until almost pm i can t believe i paid money for this,worse
569543615862722561,thank you we are finally at the gate,good
569543457452064768,flight to orlando is unable to serve hot bevies so they ve made movies and alcohol complimentary that works,good
569543012914565126,the only update we get is that they have no idea when we will get an update way to go hopeless,negative
569542909533384707,will you cover the cost of my car service waiting time,negative
569542385627230208,don t i always,average
569542242983124992,landing as usual great flight wiyh a great crew hello sunny west palm beach jetbluerocks,good
569542052259766272,this is ridiculous we are on hours coming up of waiting to deplane there are are newborns on board,negative
569541545029804034,waiting at hpn on plane more than an hour since landing b c of no gate please get us off this plane,negative
569541478244089857,too late flight several passengers are inebriated you re in league with big alcohol shame on you,negative
569541336224927744,thanks for making my vacation not worth it again currently waiting on the runway for another hour to deplane,worse
569541328289165312,letting me down in san fran no media rate what s the deal looks like this is the last time i fly anywhere with you,negative
569540050821763072,they were amazing and thank you,good
569539928129818624,and have empty help desks,negative
569539746348675073,there was a closure people here need to inform passengers not send them gate to gate w no info on boards re updated departures,negative
569539287118692352,according to jfk plenty of planes are landing no problem there,negative
569539111222190081,when will the system be up and running,average
569538840735703040,thanks for the third gate change,negative
569538135916351489,beautiful shot thanks for sharing using flyfi to post your welcome not on this flight it was a quickie,good
569538127016144896,flight jfk to cartagena all at this airport bar singing the opposite of your praises we re making a pact to never fly u again,worse
569538002025779200,to austin,average
569537388986421249,she helped me with my problem so easily and was so nice you guys rock,good
569536910990950401,what happened to our plane meant to leave why do we have to wait for from buffalo seems organizational error not weather,worse
569535821486952448,where is the award winning service,negative
569535647704354816,really not acceptable just informed plane won t start chartering bus to take passengers to jfk,negative
569535236884664320,how much longer to jfk open s i am a diabetic and i need sugar plane don t have nothing,negative
569535203888271361,flight now sent back to the gate even though the app says its leaving anyone have a clue it s and sunny at jfk,negative
569534889055395841,u guys have b kidding no help anywhere hour delays still no answers bad cust service idlovetoask,negative
569533875308916736,they are now being sent off the plane does anyone at jetblue have a clue,negative
569533648367722496,unfortunately i was so startled and rushed i didn t get the name but will provide a description in my expanded email thank you,worse
569533479362408448,your customer service agent bonnie is amazing on the phone she deserves a promotion,good
569533394025099265,just a very rude rep while trying to book family vacation using trvl credit on phone w new rep now who is being very helpful,negative
569533355248766976,bos everything current now thanks for the follow up,good
569533328396832768,it s sunny and gorgeous in ny actually what s the real reason,negative
569533098402009088,thanks for the info already doing it now before we board looking forward to the future upgrades jetblue,good
569532566610571265,things happen it s ok just wish i was on the beach and not in the airport,good
569531924219191296,it s been hours why have you not sent the plane from the hangar for flight at jfk this is absolutely ridiculous,worse
569531651732217857,any idea when the flight will actually take off,average
569530599129501696,i love jetblue flyfi when will we be able to charge our devices on domestic a flights thanks,good
569530195306258432,still sitting in plane in newburg this is getting ridiculous no way to treat loyal customers,worse
569530159247826944,touchdown jfk well done pilots of jetblue flight jetbluerocks,good
569529242893090816,what s the delay if the system isn t down,worse
569529128585555968,not blaming jet blue this wasn t weather can t have planes in the air and runways a mess that s a disaster waiting to happen,average
569529020892651521,don t think any rly knows what s goin on supposed leave at a then a then a then a then a then a now,worse
569528694613671936,that is not very gracious of to tell me where i can go buy water or a snack when our flight is delayed over hours,negative
569528451339673600,and ask she load the bag for my flight,average
569528351364292608,after applying my new tag she left my bag on the ground rather than loading on the conveyer belt i had to walk back yards,negative
569528083755237376,get flight into the air,negative
569527951831666688,that s not weather relate flightd you are just being nice and blaming the weather airport just wasn t prepared investigation time,negative
569527848131637248,if i had my tux it d be a date umosaicmecrazy,good
569527641025306624,thanks for the personalized customer service cannedtweet autoresponse,good
569527586960711681,then this agent demanded i remove my old luggage tag every other airport the jb agent politely handles it,negative
569527183825182720,i m also a mosaic customer and fly jet blue alot,negative
569526960268963840,it s not so much the delays as the fact that the flight is still coming up as on time on your app just give us an honest estimate,negative
569526894028197888,she waved someone behind me to step forward although i explained what happened and indicated my need to make my flight,negative
569526559012495361,flight is departing before we even board,negative
569526493023498240,i knew there was a reason u were my favorite airline just read you answer on twitter in globe this morning great job,good
569526458529349632,here s part was at bag drop inserted my jetblue cc didn t print pass agent standing in front of me refused to print my pass,worse
569526325255364609,it s only because i m wearing truebluecolors,good
569525974284558338,flight,average
569525875860905984,that s not what i heard weather was fine this morning flight was circling for some time someone forgot to clean the runway,negative
569525684864983041,when it s mins past scheduled time w no departure in sight a flight no longer qualifies as on time updateyourwebsite,worse
569525641759993856,whatever your lil mint heart desires,average
569525452081111041,how can your entire system go down no it really,negative
569525270907981825,appreciate the heads up at that my am flight was delayed bc the crew is stuck in boston communicationfail dobetterjetblue,worse
569524310186061824,seriously system down no it,negative
569524116769914882,yup we know not your fault just not ideal sittin for over an hour but as always your staff is great,good
569522879764807680,just had a horrible experience with check in agent at fort myers i ll document and send details off to boston,negative
569522767868989440,flt to carta what is goin on st told plane coming from hangar then gate change now no one knows wat plane we re getting on,negative
569522690261950464,have a cpap machine for sleep apnea is this ok to carry on if i also have a small bag for clothes,average
569521778797744128,got it thanks the quick reply,good
569520477351383040,isn t this something you should do why should i tell your crew how to do their job,worse
569519860994203648,your app needs updating says my flight is on time when we are well past boarding time with hr delay,negative
569519571314589696,do bags still fly free or have you started charging thanks,average
569517479296409600,had a great experience working with glenn coles at buffalo niagara airport top notch employee,good
569516908195815425,well the last update was in the right direction at least i ll keep my fingers crossed,good
569514902748061696,charleston from your app guys as of a few minutes ago,average
569514688809181184,thx social media person,good
569514471296774146,are there airport wide delays at bos or did we just get unlucky with,worse
569514168576974848,just left laguardia now sunshine in a little over hours,average
569512447717085185,i hear you and safety is i think we can get to jfk though now so let s help the pilots passengers amp crew get there safely,average
569512252639981568,is jfk still closed tryna get out of ft lauderdale on flight just want to get home to nyc,negative
569512239209824256,woulda been nice of you to let us know that or post it your boards still show the flight on time,negative
569511892215062528,hmmm it says im following you we just got de iced but still haning around for the runway to clear,negative
569510849846611968,always mosaicmecrazy sunrise bestairline nofilterneeded amp how can you not love flyfi,good
569510667612504065,flt from phx delayed hrs circle hr divert to upstate ny just sitting for hr no communication horrible,worse
569509408939487232,they miraculously fixed the plane kudos to shoe ever it was,good
569508802891882497,that s cause we re trueblue it s ur love that keeps liftin me higherandhigher,average
569508336594505728,all your online resources say we re on time but clearly we are not this is not very information age of you,negative
569506408145784832,no crew at our gate,negative
569506389397282816,yall are really better then american airlines though,good
569506217271427072,why don t you tell them to update the boards,negative
569504946120298496,what can i say other than when it comes to my brandloveaffair w ur my soulandinspiration umosaicmecrazy,good
569504299992141824,issue is jfk pilot explained once jfk reopens we can get scheduled back there but why can t we divert to lga closer than acy,negative
569503983623999488,you want me to talk to the wall,worse
569503518224211968,great service from pbi to hpn thanks,good
569502050536587264,its poor flight management there is no reason why a scheduled pm flight to takr off at pm,negative
569501773863493632,hi is there a way we can check to track the flight that will arrive amp that will be our flight to depart,average
569501556275605506,done thank you,good
569498738856755200,note the time this was taken now at am and flight still listed as on time for when i m not onboard,negative
569498511609356288,will do,average
569497966660218882,why is my flight listed on time when its am and i m not on the plane yet,worse
569497959932530689,ok should i start looking into other flights,average
569497791623512065,ok we got as far as atlantic city due to jfk being closed can you get us to hpn or lga please,negative
569496729755652098,on flight from nassau to jfk not showing cancelled flightled yet but assuming it will be any info,average
569494958006263809,we need an eta please,negative
569493813884030976,you can confirm that,average
569493046557069313,fly delayed do to ice at jfk can i switch to a late flightr flight for free,negative
569491537610059776,i m at will be nasty in boston have family driving min to pick me up from erie think flight what if cancelled flighted,negative
569490427625086976,best way to kill nine hours at the airport when all flights are full and the airline won t put you standby stranded,worse
569490072975876097,yes they said the runway isn t ready and they re waiting for port authority to remove the snow and they are no where in sight,negative
569489114707431424,i travel for business twice a week and after the fiasco i ll be flying blue more often thanks,negative
569487598709817344,we are on flight and were returning to the gate can you provide any information,average
569485297639149568,won t see my money again after their poor service should have stuck with virgin america what was i thinking trying jetblue,worse
569484400594952192,suck and their customer services are the worst whats the point of having a loyalty scheme that they don t honor badairline,worse
569483493236969473,i see my flight from boston to pitts is ok from this afternoon did you have any delays for the morning flight,average
569479404428120064,fll to mde great flight great customer service thanks mths waiting to speak to a human at customer service,good
569479008708120576,how about an update on flight leaving tf green delayed,negative
569477571726974976,well they said cancelled flight on the pa system guess they are trying to get a plane from boston and not a confirmed,worse
569474081202032641,that s where we all get on the same page cancelled flighted it mins ago help flights from to mco,worse
569473231498964992,i m so sorry i cheated on you with please take me back i wore protection,average
569471837614137344,my flight cancelled flighted due to lavatory problems can t confirm if they are gonna get a flight from boston logan int,worse
569462004332646400,okay thank you i ll check with them again,good
569460591644925952,some woman stole my seat on the plane but i was the one that had to sit elsewhere is that standard protocol,negative
569447456896917505,good morning sylvie have a great flight yourock gt thank you jetblue jetbluerocks,good
569439829328408576,they just came out thanks for the follow up that s why you re the best,good
569439674294337536,thanks see you soon,good
569436958281183233,yep still waiting for bags at jfk what s the holdup looks like we are the only flight that got in at this time,negative
569435866902302720,thanks for getting us to nyc jfk really safely but srsly how long does it take to get our checked bags eternity ammisery,good
569423132240556033,should i expect delays at dca for am departure going to orlando on flight,average
569420237189181440,full the six of us had to leave flight and now have to wait a whole day to get a flight and my kids will miss school,negative
569420073707773952,no not boarding order someone boarded with service animal which a member of my party was allergic to and because the flight was,negative
569418216935723008,it s ridiculous that i just got home and i was supposed to land hours ago bc i am hella tired,worse
569413676337274880,just lost very loyal customers who use them times a year,negative
569394918675783681,thanks for the response when is the next flight after the flight,good
569387453418762241,highlight of my travel is hour delay and de icing twice now sitting in bumper to bumper traffic in taxi to finally get home,negative
569386956435488768,great flight on a brand new jet great seating beautiful plane big fan of this airline,good
569386581938860032,a voucher i can t believe i took this risk not only was the plane terribly filthy and i had screaming babies in my face,worse
569385087424458752,download jeokoo the american app for air travelers,average
569382239131168769,thank you i know the weather in boston isn t great everyone s tired,good
569381811278770176,i ve spoken emailed jb team and explained situation didnt seem to matter to anyone other than me i guess i just expected more,worse
569380376709238784,alright i hope my jetblue app is showing a change in my seats and online shows an a don t want any surprises,average
569378165610524672,i know you guys are super busy but is flight an a or e,average
569373511455776768,follow me pls,average
569369662955261953,shocked by misbehavior and cheap comments from jet airways staff to passenger at delhi airport friday boarding to dubai disgusting,negative
569366846547369984,you have to service your remote controllers on my flight i watched equalizer movie three times because my remote was stuck,negative
569366479008862208,oh wow and i m complaining about two hour on the run way shucks jetblue not good your service was better than this,worse
569365818229829632,i m curious to know how do you compensate for passengers missing engagements due to a two hour wait on the tar mat to get to a gate,worse
569364648576872448,thank you thank you i finally set up the jetblue app yay,good
569364383652044800,everytime i come back to boston it s a minimum min wait for bags earlier it was almost an hour why is it only boston jetblue,negative
569359788120907776,thanks for taking me back home today despite pandora s best efforts to cancelled flight the flight jetblue backhome noplacelikehome,good
569358956549681152,that is not what your employee at logan told me i finally got one to meet my daughter on her first solo flight after rude rep,negative
569357827522699264,i am but your customer service is brutal,negative
569355673068118016,airways to continue various commercial relationships with lufthansa,average
569353033915584513,your airline sounds outstanding and your twitter feed is clearly extremely useful keep up the great work,good
569352134774415360,is amazing had a short delay they gave me credit it was literally pretty much my fault i missed the flight,good
569349960228974592,flight attendant was hesitant to give me more baby sized cookies,worse
569348995136376833,y u no let me out and make fun size cookies stuckonaplane sos babyfood,negative
569348268154609664,thank you standing in line now,good
569346870423769088,thanks yes order me a rum and coke and get me a hotel voucher because the floor and chairs aren t so cushy here,negative
569346433305993216,is that supposed to change in the near future,average
569346428839063552,thank you,good
569346317706768385,can you please help to save my daughters life for details go here,average
569345693770502144,you can pass that along to my wife daughter daughter s friend my elderly mother in law they spent several hours waiting,negative
569344914485583872,i will when i land,average
569344744297521152,i missed a goal on because of your inept male stewardess i should have landed already but i havent taken off yet,negative
569344334761316354,you are doing a horrible job at jfk you need to rethink how you put these routes together unprofessional,negative
569343882389016577,do bags still fly for free anymore,average
569343781092401152,can you let me know status of flight pbi jfk delayed hours now on board problem with hatch,worse
569343607326547968,thanks for response crew has been very patient with us but they are also frustrated wouldn t be so bad but airport is closed,negative
569343003476819969,flite,average
569342641571291136,why did you interupt the staduim series on i dont need to see your stupid commercials or emergency info,negative
569342393943773184,when will you release flights for february,average
569342336158851074,we are well aware insufficient info no options,negative
569341821505163264,just sat on a plane for hours in dulles insane ijustwanttobeinboston thanksdc,negative
569341641200439296,can we get a honest update on departure of flite been on plane with infant children,worse
569341255399964672,u suck we have been sitting here for hrs because of ur negligence,negative
569341160482856960,still waiting for bags from flight it landed an hour ago,negative
569339932801703936,complete waste of an entire day pathetic,negative
569339717990400000,flight you had us stuck on the plane for nearly hrs set to take off only for flight control to deny us the worst service,negative
569333461401481216,i would love to fort lauderdale now that would cool,average
569332001720967168,the best,good
569330782537437184,thanks for bringing my son home to me,good
569330095644659712,you got yourselves hot ladies flying the air for life loyal,good
569330091857219585,nothing but praise for you helping our lady make her flight to chs tonight impressed,good
569329921740427264,she did she s still waiting on a callback the lack of follow through is what s concerning smh,worse
569328773876871168,she has she hasn t heard from anyone in over a week a nonstop flight and her baggage was lost stolen customer service,negative
569327066887401473,we got our luggage after waiting mins and went home right after not very family and ada friendly waiting that long w no chairs,negative
569322419036356608,i flew on a flight about months ago me and my girlfriend got away with having sex in a restroom is it allowed now,average
569320520728113152,thanks so much can t wait to fly with you guys,good
569318653792948226,flight out of jfk amp hr delay i could get over it if it was just weather relate flightd but considering it s not come on,negative
569313006406012928,ok thank you,good
569312396097003520,thanks for a speedy flight time recovery,good
569311730540683264,thank you for taking care of me with a drink since my in flight entertainment wasn t working goodcustomerservice,good
569310328862830592,re flight sxm gt jfk what time does bus leave hotel on feb mass confusion here,average
569310202174025729,are we able to change to an even more space seat after we ve checked in online have a flight tmrw and can t seem to change my seat,average
569310070825226241,would you say a delay is more likely thanks so much,good
569308292893290496,i did not she s a woman who s a lead she was working at gate c,good
569307978798645248,what are the chances of one of your flights leaving at am out of newark nj being cancelled flightled tomorrow,average
569307917712805889,if you follow me i will be able to dm you thanks,good
569305802487439360,tomorrow wouldn t have been soon enough thank you for the info,average
569305705750114305,figured it out flight morrow hard to believe with oil so low and the killing u make that even part of a hotel can t be comp d,negative
569305409925873664,i want to give a warm thanks to your crew at logan airport for still getting me to the dc area after cancelled flightlations this morning,good
569304186548047872,another awesome telephone experience with thank you cory greatcustomerservice,good
569303932691984384,we saw one he was as useless as the tsa agents who inspected my shoes,negative
569301593587208193,have a cup coffee and relax while you check out the new deals and promotions at avon twice a month at doug,average
569301330306699264,disappointed with the missed connection from roc to slc and no reimbursement even tho friend who is a pilot said it was due to atc,negative
569301025280167936,yes party is over,average
569300522705883136,thank you,good
569300264349364224,he just went above and beyond to be helpful,good
569300193503367168,didn t find them unfortunately but he was very helpful and took down my info incase they do get found,negative
569299428068233217,that selfie was extreme,average
569297850456109056,your employee charles cave at the gate at msy went above and beyond to help try to help me find my glasses thought u should know,good
569296877902041088,is the best can t wait to use my travel bank for a fun trip,good
569296354607935488,just touched down in neworleans for the annual national distributor conference livethelegend,good
569294070129930240,on the plane now hopefully no longer at the mercy of the playlist thanks,good
569294014026903552,new ceo seeks the right balance to please passengers and wall daily journal,average
569287489883500545,boston gate c,average
569284887955558401,will i be charged a fee to do so,average
569284604567228416,thanks can you change the music in the boarding gates,average
569283532167757826,what crew no one here is helping,negative
569280114296401920,the opal dragon book the dragon ali has woven his murdering ways from the philippines to australia,average
569280107724050432,if this is customer service then please call me,negative
569279670048452608,no we are at a hotel also jetblue lost my daughters luggage how do you lose luggage if the plane never actually left,worse
569278644943757312,thanks for your prompt response i know you put safety first unfortunately will hit freezing rain sleet on ride home,good
569276518305820672,ok that s super helpful thank you i ll reach out if i have any other questions,good
569275935905722368,thanks for the instant reply and for still doing first bag free so important,good
569275580543320064,lipstick on a pig still a pig ur new baggage claim sju is a disaster no chairs mins wait for baggage fail,negative
569275554110664705,no more than half an hour wait it s unreal finally first bag coming out sju needs to work on this,negative
569275378331717633,what s your current checked bag price policy i fly this coming week and couldn t find anything definitive,average
569274492607967232,are we scheduled to depart as scheduled,average
569274123525844994,how long does it take for a bag to get to the baggage belt toolong of a wait,worse
569274057897730048,will we be able to watch the oscars on our flight tomorrow,average
569273795850178560,we ve been delayed and delayed here in palm beach need to head to westchester can you give me some info,worse
569273785553178624,hey jetblue you stranded an entire plane that was supposed to go to jfk and we are getting restless need better communication,negative
569273777999241216,hey jetblue you cancelled flightled our flight from st maarten to jfk stranded my family in the baggage area and lost my daughters luggage,worse
569273297491378176,hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen,average
569271994212069376,exciting times ahead,good
569271364521103361,ceo battles to appease passengers and wall street waterbury republican american,average
569271020395241472,your website is seriously horrible and so is your call center almost makes it tempting to fly someone else sodone,worse
569268751008436224,why haven t you allowed for flight changes into the ny area airports tonight everyone is saying travel is treacherous,negative
569268455314219008,counting on your flight to get to dc,good
569267891721375745,not cool at the gate turns out my flight from fll to jax is delayed yet app says on time not a good start,worse
569266679903080448,you guys need pillows on these rockers to really knock it out of the park just sayin,average
569265728408440833,i sure hope you guys get me to dc to speak tomorrow amp amp i m winning here with,average
569262534232039427,there is no supervisor available so they couldn t do anything,negative
569260955953176578,i now learned that customer service at sxm works for the airport not jetblue they need a supervisor to do anything,worse
569260189486063616,status of flight from mco to lga tomorrow,average
569259756344487938,what good with the inflight wifi,average
569258404742500353,trying to fly from bos to jfk flight delayed traveling with kids book a hotel or are we getting out tonight,negative
569255973958889472,we tried they re not at all helpful terrible customer service at this airport at least,worse
569254571622727682,tell me at what point will u realize u can t fly into dca tonight u cancelled flightled the pm when will u cancelled flight the,worse
569254216415481856,making a bad situation worse cancelled flighted flight making us stay overnight in sxm won t provide vouchers to stay in a different hotel,worse
569253874445492225,what s the status of flight diverted to ric when will it depart back for lga,average
569253270356664322,you already cancelled flightled the one b us to dca,worse
569252657967341569,it is physically impossible to make it to the airport and our flight is scheduled to leave in less than hours,negative
569251925482475520,at what point do u cancelled flight flights to dca other airlines have already cancelled flightled,negative
569249704543965184,great flight,good
569249554236878848,you can t beat jetblue in space s matter,good
569248721139048448,great thank you,good
569248084934443010,i would like to send an email to lost and found at jetblue jfk i spoke to them this morning but cannot drive their today,negative
569247182475407360,we want room and food allowances agents are refusing to give us vouchers to use at rooms we book ourselves,negative
569245707477131264,send more service agents so all the stranded passengers can be helped,negative
569245342421491712,hopefully this flight seattle to boston pm will have wifi our first one did not and we had to entertain ourselves lizaapproved,negative
569244956663148544,good to hear thx for being responsive,good
569244701875769345,yup mco,average
569243807331409920,hey check it out it s snowing in boston who could have predicted such a thing,average
569243017552375809,as a customer it feels like i should stick to airlines other than jet blue i travel for my work for past years never seen,worse
569242143748964353,cool thx only a couple more pgashow flights til i m mosaic can t wait will be easier to change flights when weathers bad,good
569241776617160704,phew did it pant wheeze,average
569239947061927938,thanks so much for help us u r amazing,good
569238749802074113,thanks it s for next weekend though so my guess is it will only go higher,average
569238666654195714,kudos and we re done and heading to warmer weather,good
569238439373234176,actually flight not,average
569238252676378627,bos to dca at pm,average
569237160886276096,i ve been in pricing for years to know that bucks a seat is criminal i understand pricing flying jetblue pricewise,negative
569236960528756737,cough awkward,negative
569236645180018689,you guys need live chat,worse
569236124192931840,it was but obviously it wasn t linked as there is nothing there when i tried to book with it,negative
569235924544045057,awesome thank you,good
569235825680105472,can i bring a compact folding chair like this in a checked bag,average
569235773645410304,quick why is a person traveling w a mosaic not get the green tag doesn t make sense i end up waitin my sons bag anyway,negative
569235531973832704,got it wish they would communicate more w us,negative
569235333050576898,continuing you record of never having a flight leave on time add up how much time with with my family you have cost me jetblue,worse
569235156717989888,using jetblue miles,average
569234639233142784,i guess i have to redo the flight booking problems ugh,negative
569233861651144704,that sucks oh well,negative
569233554242080768,she s standing here on her cell no announcements no info thismosaicnothappy,negative
569233440463155201,using jetblue air miles,average
569233260108124160,someone is here but has no info smh one bag came off and then nothing,worse
569232785786998785,there s is nothing there because apparently i have to connect them for that to be true,negative
569231102428250112,hello can you tell me if you currently fly to hawaii thanks,average
569230997650214913,can u see what s holding up flt bags one bag came out nothing else for minutes,negative
569230859896803328,why wouldn t you just credit it right to my account instead of having a separate sign on that seems pretty ridiculous,worse
569230515833856000,thanks for update,good
569230445654740992,i clear that folder regularly and jetblue is white listed so it never got to me,average
569230193220554753,i can t call right now my baby just fell asleep,average
569229572123680769,but of course bestdressed bluecarpet,good
569229142597771265,it seems i never received an id just a password,negative
569229104286986240,yesterday s deal,average
569229091657936896,so yesterday a flight i wanted to chicago was on sale within my points range and today it isn t any way you guys can still honor,average
569228412159721473,i have an email that says i have to sign on to the travel bank how do i that,average
569227490046164992,yes last month when boston got the first big snow storm and my flight was cancelled flightled,negative
569226460281610241,where did my travel bank credit go i can t call you right now,negative
569224171303145473,offered me a complimentary drink for switching seats stewardess asked for my age amp i said we giggled goodgenes ilookyoung,good
569223830759059458,thanks still booked our trip lb to slc to see grand kids just very frustrating tried app web etc still love u guys,good
569222694778105857,thank you i m excited to fly with you for the first time,good
569222108200476672,thank u but of course safety is always st we ll make sure to handle her with care and love,good
569221909231104000,kudos to jetblue social media team for jumping in an helping me out during the last snow storm while web site was down thanks,good
569219656482824192,love your airline hate your website just tried to book tickets w miles w out absolute joke needs a lot of work,negative
